Year,Age Group,Disease,Nationality,Cases
2018,10-14,Malaria,Expatriate,7
2018,10-14,Measles,Expatriate,2
2018,10-14,Mumps,Expatriate,8
2018,10-14,Other,Expatriate,82
2018,10-14,Other Food Poisoning,Expatriate,42
2018,10-14,Other STIs,Expatriate,0
2018,10-14,Other Viral Hepatitis,Expatriate,0
2018,10-14,Pulmonary Tuberculosis,Expatriate,0
2018,10-14,Rubella,Expatriate,0
2018,10-14,Scabies,Expatriate,29
2018,10-14,Scarlet  Fever,Expatriate,7
2018,10-14,Seasonal Influenza,Expatriate,591
2018,10-14,Syphilis,Expatriate,0
2018,10-14,Tetanus,Expatriate,0
2018,10-14,Typhoid Fever,Expatriate,2
2018,10-14,Viral Hepatitis A,Expatriate,14
2018,10-14,Viral Hepatitis B,Expatriate,0
2018,10-14,Viral Hepatitis C,Expatriate,3
2018,10-14,Viral Meningitis,Expatriate,3
2018,10-14,Whooping Cough,Expatriate,0
2018,15-19,Acute Encephalitis,Expatriate,1
2018,15-19,Acute Flaccid Paralysis,Expatriate,0
2018,15-19,Brucellosis,Expatriate,2
2018,15-19,Chickenpox,Expatriate,101
2018,15-19,Corona Virus,Expatriate,0
2018,15-19,Extra Pulmonary Tuberculosis,Expatriate,2
2018,15-19,Giardia Lambia,Expatriate,2
2018,15-19,Gonorrhoea,Expatriate,3
2018,15-19,Malaria,Expatriate,73
2018,15-19,Measles,Expatriate,0
2018,15-19,Mumps,Expatriate,0
2018,15-19,Other,Expatriate,41
2018,15-19,Other Food Poisoning,Expatriate,10
2018,15-19,Other STIs,Expatriate,1
2018,15-19,Other Viral Hepatitis,Expatriate,1
2018,15-19,Pulmonary Tuberculosis,Expatriate,5
2018,15-19,Rubella,Expatriate,1
2018,15-19,Scabies,Expatriate,52
2018,15-19,Scarlet  Fever,Expatriate,0
2018,15-19,Seasonal Influenza,Expatriate,178
2018,15-19,Syphilis,Expatriate,0
2018,15-19,Tetanus,Expatriate,1
2018,15-19,Typhoid Fever,Expatriate,5
2018,15-19,Viral Hepatitis A,Expatriate,9
2018,15-19,Viral Hepatitis B,Expatriate,4
2018,15-19,Viral Hepatitis C,Expatriate,2
2018,15-19,Viral Meningitis,Expatriate,0
2018,15-19,Whooping Cough,Expatriate,0
2018,20-24,Acute Encephalitis,Expatriate,1
2018,20-24,Acute Flaccid Paralysis,Expatriate,0
2018,20-24,Brucellosis,Expatriate,2
2018,20-24,Chickenpox,Expatriate,965
2018,20-24,Corona Virus,Expatriate,0
2018,20-24,Extra Pulmonary Tuberculosis,Expatriate,40
2018,20-24,Giardia Lambia,Expatriate,16
2018,20-24,Gonorrhoea,Expatriate,9
2018,20-24,Malaria,Expatriate,432
2018,20-24,Measles,Expatriate,0
2018,20-24,Mumps,Expatriate,7
2018,20-24,Other,Expatriate,101
2018,20-24,Other Food Poisoning,Expatriate,57
2018,20-24,Other STIs,Expatriate,61
2018,20-24,Other Viral Hepatitis,Expatriate,2
2018,20-24,Pulmonary Tuberculosis,Expatriate,75
2018,20-24,Rubella,Expatriate,1
2018,20-24,Scabies,Expatriate,291
2018,20-24,Scarlet  Fever,Expatriate,0
2018,20-24,Seasonal Influenza,Expatriate,356
2018,20-24,Syphilis,Expatriate,12
2018,20-24,Tetanus,Expatriate,0
2018,20-24,Typhoid Fever,Expatriate,23
2018,20-24,Viral Hepatitis A,Expatriate,14
2018,20-24,Viral Hepatitis B,Expatriate,69
2018,20-24,Viral Hepatitis C,Expatriate,34
2018,20-24,Viral Meningitis,Expatriate,1
2018,20-24,Whooping Cough,Expatriate,1
2018,25-29,Acute Encephalitis,Expatriate,3
2018,25-29,Acute Flaccid Paralysis,Expatriate,0
2018,25-29,Brucellosis,Expatriate,8
2018,25-29,Chickenpox,Expatriate,1265
2018,25-29,Corona Virus,Expatriate,0
2018,25-29,Extra Pulmonary Tuberculosis,Expatriate,63
2018,25-29,Giardia Lambia,Expatriate,18
2018,25-29,Gonorrhoea,Expatriate,25
2018,25-29,Malaria,Expatriate,443
2018,25-29,Measles,Expatriate,0
2018,25-29,Mumps,Expatriate,15
2018,25-29,Other,Expatriate,272
2018,25-29,Other Food Poisoning,Expatriate,88
2018,25-29,Other STIs,Expatriate,192
2018,25-29,Other Viral Hepatitis,Expatriate,6
2018,25-29,Pulmonary Tuberculosis,Expatriate,94
2018,25-29,Rubella,Expatriate,7
2018,25-29,Scabies,Expatriate,444
2018,25-29,Scarlet  Fever,Expatriate,0
2018,25-29,Seasonal Influenza,Expatriate,658
2018,25-29,Syphilis,Expatriate,27
2018,25-29,Tetanus,Expatriate,0
2018,25-29,Typhoid Fever,Expatriate,34
2018,25-29,Viral Hepatitis A,Expatriate,13
2018,25-29,Viral Hepatitis B,Expatriate,136
2018,25-29,Viral Hepatitis C,Expatriate,69
2018,25-29,Viral Meningitis,Expatriate,6
2018,25-29,Whooping Cough,Expatriate,2
2018,30-34,Acute Encephalitis,Expatriate,1
2018,30-34,Acute Flaccid Paralysis,Expatriate,0
2018,30-34,Brucellosis,Expatriate,7
2018,30-34,Chickenpox,Expatriate,877
2018,30-34,Corona Virus,Expatriate,2
2018,30-34,Extra Pulmonary Tuberculosis,Expatriate,67
2018,30-34,Giardia Lambia,Expatriate,11
2018,30-34,Gonorrhoea,Expatriate,19
2018,30-34,Malaria,Expatriate,337
2018,30-34,Measles,Expatriate,4
2018,30-34,Mumps,Expatriate,15
2018,30-34,Other,Expatriate,296
2018,30-34,Other Food Poisoning,Expatriate,76
2018,30-34,Other STIs,Expatriate,154
2018,30-34,Other Viral Hepatitis,Expatriate,6
2018,30-34,Pulmonary Tuberculosis,Expatriate,86
2018,30-34,Rubella,Expatriate,4
2018,30-34,Scabies,Expatriate,415
2018,30-34,Scarlet  Fever,Expatriate,1
2018,30-34,Seasonal Influenza,Expatriate,779
2018,30-34,Syphilis,Expatriate,41
2018,30-34,Tetanus,Expatriate,0
2018,30-34,Typhoid Fever,Expatriate,29
2018,30-34,Viral Hepatitis A,Expatriate,7
2018,30-34,Viral Hepatitis B,Expatriate,164
2018,30-34,Viral Hepatitis C,Expatriate,115
2018,30-34,Viral Meningitis,Expatriate,8
2018,30-34,Whooping Cough,Expatriate,1
2018,35-39,Acute Encephalitis,Expatriate,0
2018,35-39,Acute Flaccid Paralysis,Expatriate,0
2018,35-39,Brucellosis,Expatriate,11
2018,35-39,Chickenpox,Expatriate,538
2018,35-39,Corona Virus,Expatriate,3
2018,35-39,Extra Pulmonary Tuberculosis,Expatriate,44
2018,35-39,Giardia Lambia,Expatriate,18
2018,35-39,Gonorrhoea,Expatriate,16
2018,35-39,Malaria,Expatriate,199
2018,35-39,Measles,Expatriate,1
2018,35-39,Mumps,Expatriate,15
2018,35-39,Other,Expatriate,226
2018,35-39,Other Food Poisoning,Expatriate,57
2018,35-39,Other STIs,Expatriate,129
2018,35-39,Other Viral Hepatitis,Expatriate,2
2018,35-39,Pulmonary Tuberculosis,Expatriate,55
2018,35-39,Rubella,Expatriate,1
2018,35-39,Scabies,Expatriate,240
2018,35-39,Scarlet  Fever,Expatriate,0
2018,35-39,Seasonal Influenza,Expatriate,558
2018,35-39,Syphilis,Expatriate,45
2018,35-39,Tetanus,Expatriate,0
2018,35-39,Typhoid Fever,Expatriate,15
2018,35-39,Viral Hepatitis A,Expatriate,6
2018,35-39,Viral Hepatitis B,Expatriate,136
2018,35-39,Viral Hepatitis C,Expatriate,111
2018,35-39,Viral Meningitis,Expatriate,4
2018,35-39,Whooping Cough,Expatriate,3
2018,40-44,Acute Encephalitis,Expatriate,0
2018,40-44,Acute Flaccid Paralysis,Expatriate,0
2018,40-44,Brucellosis,Expatriate,7
2018,40-44,Chickenpox,Expatriate,252
2018,40-44,Corona Virus,Expatriate,1
2018,40-44,Extra Pulmonary Tuberculosis,Expatriate,25
2018,40-44,Giardia Lambia,Expatriate,7
2018,40-44,Gonorrhoea,Expatriate,5
2018,40-44,Malaria,Expatriate,130
2018,40-44,Measles,Expatriate,1
2018,40-44,Mumps,Expatriate,9
2018,40-44,Other,Expatriate,166
2018,40-44,Other Food Poisoning,Expatriate,36
2018,40-44,Other STIs,Expatriate,64
2018,40-44,Other Viral Hepatitis,Expatriate,1
2018,40-44,Pulmonary Tuberculosis,Expatriate,46
2018,40-44,Rubella,Expatriate,0
2018,40-44,Scabies,Expatriate,141
2018,40-44,Scarlet  Fever,Expatriate,0
2018,40-44,Seasonal Influenza,Expatriate,362
2018,40-44,Syphilis,Expatriate,21
2018,40-44,Tetanus,Expatriate,0
2018,40-44,Typhoid Fever,Expatriate,15
2018,40-44,Viral Hepatitis A,Expatriate,3
2018,40-44,Viral Hepatitis B,Expatriate,100
2018,40-44,Viral Hepatitis C,Expatriate,100
2018,40-44,Viral Meningitis,Expatriate,3
2018,40-44,Whooping Cough,Expatriate,1
2018,45-49,Acute Encephalitis,Expatriate,1
2018,45-49,Acute Flaccid Paralysis,Expatriate,0
2018,45-49,Brucellosis,Expatriate,2
2018,45-49,Chickenpox,Expatriate,131
2018,45-49,Corona Virus,Expatriate,1
2018,45-49,Extra Pulmonary Tuberculosis,Expatriate,12
2018,45-49,Giardia Lambia,Expatriate,4
2018,45-49,Gonorrhoea,Expatriate,1
2018,45-49,Malaria,Expatriate,114
2018,45-49,Measles,Expatriate,2
2018,45-49,Mumps,Expatriate,7
2018,45-49,Other,Expatriate,111
2018,45-49,Other Food Poisoning,Expatriate,29
2018,45-49,Other STIs,Expatriate,56
2018,45-49,Other Viral Hepatitis,Expatriate,1
2018,45-49,Pulmonary Tuberculosis,Expatriate,57
2018,45-49,Rubella,Expatriate,1
2018,45-49,Scabies,Expatriate,95
2018,45-49,Scarlet  Fever,Expatriate,0
2018,45-49,Seasonal Influenza,Expatriate,263
2018,45-49,Syphilis,Expatriate,18
2018,45-49,Tetanus,Expatriate,0
2018,45-49,Typhoid Fever,Expatriate,5
2018,45-49,Viral Hepatitis A,Expatriate,7
2018,45-49,Viral Hepatitis B,Expatriate,75
2018,45-49,Viral Hepatitis C,Expatriate,57
2018,45-49,Viral Meningitis,Expatriate,1
2018,45-49,Whooping Cough,Expatriate,2
2018,50-54,Acute Encephalitis,Expatriate,1
2018,50-54,Acute Flaccid Paralysis,Expatriate,0
2018,50-54,Brucellosis,Expatriate,1
2018,50-54,Chickenpox,Expatriate,62
2018,50-54,Corona Virus,Expatriate,1
2018,50-54,Extra Pulmonary Tuberculosis,Expatriate,6
2018,50-54,Giardia Lambia,Expatriate,5
2018,50-54,Gonorrhoea,Expatriate,1
2018,50-54,Malaria,Expatriate,65
2018,50-54,Measles,Expatriate,0
2018,50-54,Mumps,Expatriate,2
2018,50-54,Other,Expatriate,78
2018,50-54,Other Food Poisoning,Expatriate,14
2018,50-54,Other STIs,Expatriate,19
2018,50-54,Other Viral Hepatitis,Expatriate,1
2018,50-54,Pulmonary Tuberculosis,Expatriate,30
2018,50-54,Rubella,Expatriate,0
2018,50-54,Scabies,Expatriate,49
2018,50-54,Scarlet  Fever,Expatriate,0
2018,50-54,Seasonal Influenza,Expatriate,151
2018,50-54,Syphilis,Expatriate,8
2018,50-54,Tetanus,Expatriate,0
2018,50-54,Typhoid Fever,Expatriate,6
2018,50-54,Viral Hepatitis A,Expatriate,1
2018,50-54,Viral Hepatitis B,Expatriate,42
2018,50-54,Viral Hepatitis C,Expatriate,78
2018,50-54,Viral Meningitis,Expatriate,0
2018,50-54,Whooping Cough,Expatriate,1
2018,55-59,Acute Encephalitis,Expatriate,0
2018,55-59,Acute Flaccid Paralysis,Expatriate,0
2018,55-59,Brucellosis,Expatriate,2
2018,55-59,Chickenpox,Expatriate,23
2018,55-59,Corona Virus,Expatriate,0
2018,55-59,Extra Pulmonary Tuberculosis,Expatriate,4
2018,55-59,Giardia Lambia,Expatriate,3
2018,55-59,Gonorrhoea,Expatriate,1
2018,55-59,Malaria,Expatriate,43
2018,55-59,Measles,Expatriate,0
2018,55-59,Mumps,Expatriate,0
2018,55-59,Other,Expatriate,57
2018,55-59,Other Food Poisoning,Expatriate,8
2018,55-59,Other STIs,Expatriate,14
2018,55-59,Other Viral Hepatitis,Expatriate,1
2018,55-59,Pulmonary Tuberculosis,Expatriate,22
2018,55-59,Rubella,Expatriate,0
2018,55-59,Scabies,Expatriate,34
2018,55-59,Scarlet  Fever,Expatriate,0
2018,55-59,Seasonal Influenza,Expatriate,124
2018,55-59,Syphilis,Expatriate,6
2018,55-59,Tetanus,Expatriate,0
2018,55-59,Typhoid Fever,Expatriate,4
2018,55-59,Viral Hepatitis A,Expatriate,1
2018,55-59,Viral Hepatitis B,Expatriate,27
2018,55-59,Viral Hepatitis C,Expatriate,53
2018,55-59,Viral Meningitis,Expatriate,1
2018,55-59,Whooping Cough,Expatriate,1
2018,60-64,Acute Encephalitis,Expatriate,0
2018,60-64,Acute Flaccid Paralysis,Expatriate,0
2018,60-64,Brucellosis,Expatriate,0
2018,60-64,Chickenpox,Expatriate,6
2018,60-64,Corona Virus,Expatriate,0
2018,60-64,Extra Pulmonary Tuberculosis,Expatriate,3
2018,60-64,Giardia Lambia,Expatriate,0
2018,60-64,Gonorrhoea,Expatriate,0
2018,60-64,Malaria,Expatriate,24
2018,60-64,Measles,Expatriate,0
2018,60-64,Mumps,Expatriate,0
2018,60-64,Other,Expatriate,30
2018,60-64,Other Food Poisoning,Expatriate,5
2018,60-64,Other STIs,Expatriate,3
2018,60-64,Other Viral Hepatitis,Expatriate,0
2018,60-64,Pulmonary Tuberculosis,Expatriate,14
2018,60-64,Rubella,Expatriate,0
2018,60-64,Scabies,Expatriate,5
2018,60-64,Scarlet  Fever,Expatriate,0
2018,60-64,Seasonal Influenza,Expatriate,54
2018,60-64,Syphilis,Expatriate,3
2018,60-64,Tetanus,Expatriate,0
2018,60-64,Typhoid Fever,Expatriate,1
2018,60-64,Viral Hepatitis A,Expatriate,0
2018,60-64,Viral Hepatitis B,Expatriate,14
2018,60-64,Viral Hepatitis C,Expatriate,29
2018,60-64,Viral Meningitis,Expatriate,1
2018,60-64,Whooping Cough,Expatriate,0
2018,65+,Acute Encephalitis,Expatriate,0
2018,65+,Acute Flaccid Paralysis,Expatriate,0
2018,65+,Brucellosis,Expatriate,1
2018,65+,Chickenpox,Expatriate,2
2018,65+,Corona Virus,Expatriate,1
2018,65+,Extra Pulmonary Tuberculosis,Expatriate,1
2018,65+,Giardia Lambia,Expatriate,0
2018,65+,Gonorrhoea,Expatriate,0
2018,65+,Malaria,Expatriate,7
2018,65+,Measles,Expatriate,0
2018,65+,Mumps,Expatriate,0
2018,65+,Other,Expatriate,40
2018,65+,Other Food Poisoning,Expatriate,8
2018,65+,Other STIs,Expatriate,3
2018,65+,Other Viral Hepatitis,Expatriate,0
2018,65+,Pulmonary Tuberculosis,Expatriate,11
2018,65+,Rubella,Expatriate,0
2018,65+,Scabies,Expatriate,6
2018,65+,Scarlet  Fever,Expatriate,0
2018,65+,Seasonal Influenza,Expatriate,56
2018,65+,Syphilis,Expatriate,2
2018,65+,Tetanus,Expatriate,0
2018,65+,Typhoid Fever,Expatriate,0
2018,65+,Viral Hepatitis A,Expatriate,0
2018,65+,Viral Hepatitis B,Expatriate,21
2018,65+,Viral Hepatitis C,Expatriate,17
2018,65+,Viral Meningitis,Expatriate,1
2018,65+,Whooping Cough,Expatriate,0
2018,25-29,Acute Encephalitis,NA,0
2018,25-29,Acute Flaccid Paralysis,NA,0
2018,25-29,Brucellosis,NA,0
2018,25-29,Chickenpox,NA,0
2018,25-29,Corona Virus,NA,0
2018,25-29,Extra Pulmonary Tuberculosis,NA,0
2018,25-29,Giardia Lambia,NA,0
2018,25-29,Gonorrhoea,NA,0
2018,25-29,Malaria,NA,0
2018,25-29,Measles,NA,0
2018,25-29,Mumps,NA,0
2018,25-29,Other,NA,0
2018,25-29,Other Food Poisoning,NA,0
2018,25-29,Other STIs,NA,1
2018,25-29,Other Viral Hepatitis,NA,0
2018,25-29,Pulmonary Tuberculosis,NA,1
2018,25-29,Rubella,NA,0
2018,25-29,Scabies,NA,0
2018,25-29,Scarlet  Fever,NA,0
2018,25-29,Seasonal Influenza,NA,0
2018,25-29,Syphilis,NA,0
2018,25-29,Tetanus,NA,0
2018,25-29,Typhoid Fever,NA,0
2018,25-29,Viral Hepatitis A,NA,0
2018,25-29,Viral Hepatitis B,NA,0
2018,25-29,Viral Hepatitis C,NA,0
2018,25-29,Viral Meningitis,NA,0
2018,25-29,Whooping Cough,NA,0
2018,0-4,Acute Encephalitis,National,1
2018,0-4,Acute Flaccid Paralysis,National,1
2018,0-4,Brucellosis,National,6
2018,0-4,Chickenpox,National,153
2018,0-4,Corona Virus,National,0
2018,0-4,Extra Pulmonary Tuberculosis,National,0
2018,0-4,Giardia Lambia,National,7
2018,0-4,Gonorrhoea,National,0
2018,0-4,Malaria,National,0
2018,0-4,Measles,National,4
2018,0-4,Mumps,National,27
2018,0-4,Other,National,515
2018,0-4,Other Food Poisoning,National,261
2018,0-4,Other STIs,National,0
2018,0-4,Other Viral Hepatitis,National,0
2018,0-4,Pulmonary Tuberculosis,National,0
2018,0-4,Rubella,National,2
2018,0-4,Scabies,National,20
2018,0-4,Scarlet  Fever,National,84
2018,0-4,Seasonal Influenza,National,1881
2018,0-4,Syphilis,National,0
2018,0-4,Tetanus,National,0
2018,0-4,Typhoid Fever,National,2
2018,0-4,Viral Hepatitis A,National,8
2018,0-4,Viral Hepatitis B,National,1
2018,0-4,Viral Hepatitis C,National,1
2018,0-4,Viral Meningitis,National,14
2018,0-4,Whooping Cough,National,19
2018,5-9,Acute Encephalitis,National,1
2018,5-9,Acute Flaccid Paralysis,National,2
2018,5-9,Brucellosis,National,3
2018,5-9,Chickenpox,National,108
2018,5-9,Corona Virus,National,0
2018,5-9,Extra Pulmonary Tuberculosis,National,0
2018,5-9,Giardia Lambia,National,2
2018,5-9,Gonorrhoea,National,0
2018,5-9,Malaria,National,0
2018,5-9,Measles,National,2
2018,5-9,Mumps,National,29
2018,5-9,Other,National,174
2018,5-9,Other Food Poisoning,National,79
2018,5-9,Other STIs,National,0
2018,5-9,Other Viral Hepatitis,National,0
2018,5-9,Pulmonary Tuberculosis,National,0
2018,5-9,Rubella,National,0
2018,5-9,Scabies,National,18
2018,5-9,Scarlet  Fever,National,45
2018,5-9,Seasonal Influenza,National,891
2018,5-9,Syphilis,National,0
2018,5-9,Tetanus,National,0
2018,5-9,Typhoid Fever,National,3
2018,5-9,Viral Hepatitis A,National,29
2018,5-9,Viral Hepatitis B,National,0
2018,5-9,Viral Hepatitis C,National,0
2018,5-9,Viral Meningitis,National,5
2018,5-9,Whooping Cough,National,0
2018,10-14,Acute Encephalitis,National,0
2018,10-14,Acute Flaccid Paralysis,National,1
2018,10-14,Brucellosis,National,5
2018,10-14,Chickenpox,National,40
2018,10-14,Corona Virus,National,0
2018,10-14,Extra Pulmonary Tuberculosis,National,0
2018,10-14,Giardia Lambia,National,0
2018,10-14,Gonorrhoea,National,0
2018,10-14,Malaria,National,0
2018,10-14,Measles,National,0
2018,10-14,Mumps,National,7
2018,10-14,Other,National,63
2018,10-14,Other Food Poisoning,National,23
2018,10-14,Other STIs,National,0
2018,10-14,Other Viral Hepatitis,National,0
2018,10-14,Pulmonary Tuberculosis,National,1
2018,10-14,Rubella,National,0
2018,10-14,Scabies,National,18
2018,10-14,Scarlet  Fever,National,2
2018,10-14,Seasonal Influenza,National,313
2018,10-14,Syphilis,National,0
2018,10-14,Tetanus,National,0
2018,10-14,Typhoid Fever,National,4
2018,10-14,Viral Hepatitis A,National,14
2018,10-14,Viral Hepatitis B,National,0
2018,10-14,Viral Hepatitis C,National,0
2018,10-14,Viral Meningitis,National,1
2018,10-14,Whooping Cough,National,1
2018,15-19,Acute Encephalitis,National,0
2018,15-19,Acute Flaccid Paralysis,National,0
2018,15-19,Brucellosis,National,3
2018,15-19,Chickenpox,National,20
2018,15-19,Corona Virus,National,0
2018,15-19,Extra Pulmonary Tuberculosis,National,0
2018,15-19,Giardia Lambia,National,0
2018,15-19,Gonorrhoea,National,17
2018,15-19,Malaria,National,1
2018,15-19,Measles,National,0
2018,15-19,Mumps,National,1
2018,15-19,Other,National,56
2018,15-19,Other Food Poisoning,National,18
2018,15-19,Other STIs,National,7
2018,15-19,Other Viral Hepatitis,National,0
2018,15-19,Pulmonary Tuberculosis,National,2
2018,15-19,Rubella,National,0
2018,15-19,Scabies,National,22
2018,15-19,Scarlet  Fever,National,0
2018,15-19,Seasonal Influenza,National,146
2018,15-19,Syphilis,National,1
2018,15-19,Tetanus,National,0
2018,15-19,Typhoid Fever,National,0
2018,15-19,Viral Hepatitis A,National,9
2018,15-19,Viral Hepatitis B,National,5
2018,15-19,Viral Hepatitis C,National,6
2018,15-19,Viral Meningitis,National,1
2018,15-19,Whooping Cough,National,0
2018,20-24,Acute Encephalitis,National,1
2018,20-24,Acute Flaccid Paralysis,National,0
2018,20-24,Brucellosis,National,5
2018,20-24,Chickenpox,National,13
2018,20-24,Corona Virus,National,0
2018,20-24,Extra Pulmonary Tuberculosis,National,0
2018,20-24,Giardia Lambia,National,1
2018,20-24,Gonorrhoea,National,30
2018,20-24,Malaria,National,1
2018,20-24,Measles,National,1
2018,20-24,Mumps,National,1
2018,20-24,Other,National,48
2018,20-24,Other Food Poisoning,National,18
2018,20-24,Other STIs,National,73
2018,20-24,Other Viral Hepatitis,National,0
2018,20-24,Pulmonary Tuberculosis,National,1
2018,20-24,Rubella,National,0
2018,20-24,Scabies,National,17
2018,20-24,Scarlet  Fever,National,1
2018,20-24,Seasonal Influenza,National,166
2018,20-24,Syphilis,National,14
2018,20-24,Tetanus,National,0
2018,20-24,Typhoid Fever,National,1
2018,20-24,Viral Hepatitis A,National,2
2018,20-24,Viral Hepatitis B,National,10
2018,20-24,Viral Hepatitis C,National,15
2018,20-24,Viral Meningitis,National,0
2018,20-24,Whooping Cough,National,0
2018,25-29,Acute Encephalitis,National,0
2018,25-29,Acute Flaccid Paralysis,National,0
2018,25-29,Brucellosis,National,3
2018,25-29,Chickenpox,National,17
2018,25-29,Corona Virus,National,1
2018,25-29,Extra Pulmonary Tuberculosis,National,3
2018,25-29,Giardia Lambia,National,2
2018,25-29,Gonorrhoea,National,27
2018,25-29,Malaria,National,1
2018,25-29,Measles,National,1
2018,25-29,Mumps,National,1
2018,25-29,Other,National,92
2018,25-29,Other Food Poisoning,National,31
2018,25-29,Other STIs,National,131
2018,25-29,Other Viral Hepatitis,National,0
2018,25-29,Pulmonary Tuberculosis,National,4
2018,25-29,Rubella,National,0
2018,25-29,Scabies,National,24
2018,25-29,Scarlet  Fever,National,0
2018,25-29,Seasonal Influenza,National,188
2018,25-29,Syphilis,National,6
2018,25-29,Tetanus,National,0
2018,25-29,Typhoid Fever,National,1
2018,25-29,Viral Hepatitis A,National,1
2018,25-29,Viral Hepatitis B,National,32
2018,25-29,Viral Hepatitis C,National,11
2018,25-29,Viral Meningitis,National,1
2018,25-29,Whooping Cough,National,0
2018,30-34,Acute Encephalitis,National,0
2018,30-34,Acute Flaccid Paralysis,National,0
2018,30-34,Brucellosis,National,3
2018,30-34,Chickenpox,National,11
2018,30-34,Corona Virus,National,0
2018,30-34,Extra Pulmonary Tuberculosis,National,0
2018,30-34,Giardia Lambia,National,1
2018,30-34,Gonorrhoea,National,11
2018,30-34,Malaria,National,1
2018,30-34,Measles,National,0
2018,30-34,Mumps,National,3
2018,30-34,Other,National,99
2018,30-34,Other Food Poisoning,National,18
2018,30-34,Other STIs,National,156
2018,30-34,Other Viral Hepatitis,National,0
2018,30-34,Pulmonary Tuberculosis,National,1
2018,30-34,Rubella,National,0
2018,30-34,Scabies,National,14
2018,30-34,Scarlet  Fever,National,0
2018,30-34,Seasonal Influenza,National,215
2018,30-34,Syphilis,National,11
2018,30-34,Tetanus,National,0
2018,30-34,Typhoid Fever,National,2
2018,30-34,Viral Hepatitis A,National,2
